2.035030,3.159304,3.007604,2.875989,2.897268,2.270887,2.781713,2.778063,2.878398,3.344177,3.118185,inf,3.464758,2.965494,inf,3.061520,3.408094,inf,inf,3.554429,3.661503,4.269477,3.215263,inf,3.380690,inf,inf,inf,3.590416,3.093790,3.690751,inf,3.643096,inf,2.868689,3.083388,2.785697,inf,3.643096,inf,3.561836,3.203357,3.590416,3.068143,3.093790,3.093790,3.243842,3.243842,3.077270,inf,3.150111,3.152681,3.712977,3.041109,2.924302,3.512413,2.878398,3.191847,inf,3.440363,2.794871,3.081131,3.041109,inf,3.218520,2.949949,2.826882,2.710162,3.253017,2.878398,3.057504,2.622985,3.136879,inf,3.325657,3.464758,inf,3.325657,3.427704,2.813982,3.510244,3.017849,3.561836,3.344177,3.081131,2.747216,2.846129,3.093790,2.609223,3.081131,3.128286,inf,3.279571,3.427704,3.296522,3.118185,3.184950,3.093790,inf,3.324307,3.184950,inf,inf,inf,3.041109,3.279571,inf,2.740022,2.967808,2.777076,2.694536,2.924302,3.041109,3.304787,3.464758,3.325657,2.809798,2.958958,3.145970,3.427704,3.446575,3.135730,4.101241,2.949949,inf,2.838377,3.243842,inf,3.599590,3.085386,3.373598,3.160315,2.964034,inf,inf,inf,inf,3.007389,2.966344,3.113057,2.771611,3.661503,inf,3.243842,inf,2.794871,3.243842,3.184950,inf,2.651030,2.949949,3.041109,4.091140,inf,inf,3.977011,3.455749,3.488018,inf,inf,3.499255
3.159304,1.936987,3.086633,2.962891,3.263979,inf,3.225498,3.304000,3.447841,2.815008,2.935589,inf,2.935589,3.041244,2.970086,2.970086,2.826245,inf,inf,3.415339,3.335066,3.740308,2.979987,3.447841,3.014232,2.970086,2.878925,2.858514,3.263979,2.767353,3.364314,3.519392,3.316659,3.316659,3.235400,3.321184,2.805834,inf,2.767353,2.655781,2.777254,2.958180,2.714673,2.438639,2.623512,2.858514,2.917405,3.263979,2.947354,3.551661,3.036115,3.452626,3.183808,3.407820,3.088280,3.238657,2.898535,3.337641,3.519392,3.316659,3.364314,2.989696,3.263979,inf,3.644122,3.225498,3.352820,3.212840,2.970086,2.989696,2.812327,3.447841,3.412428,3.407820,3.457365,3.138322,3.364314,3.254633,inf,3.551661,3.386540,3.085641,3.158324,3.070421,2.754694,3.239584,3.356681,2.858514,3.496661,3.447841,3.774805,3.733114,3.299708,3.101268,2.767353,3.138322,3.831469,3.316659,inf,3.218787,3.205087,inf,inf,inf,3.061246,2.697722,3.205087,2.928395,3.147172,3.106732,2.917405,3.088280,inf,3.527656,inf,3.254633,3.032667,2.824017,3.166107,inf,inf,3.502441,3.428231,2.970086,inf,2.970086,3.263979,inf,2.926580,3.052843,3.249894,3.076632,3.263979,3.316659,3.364314,3.316659,3.316659,3.443980,3.424215,3.210269,2.890103,3.276175,inf,inf,3.316659,3.364314,inf,inf,3.407820,3.364314,inf,3.061246,3.215397,3.138322,3.650574,3.650574,3.475886,3.252743,3.172818,2.511940,inf
3.007604,3.086633,2.155130,2.879092,3.406173,2.163719,3.021118,2.753047,2.491423,inf,3.077783,2.562973,inf,3.213750,3.661585,3.315012,2.818386,inf,inf,3.860600,3.712262,3.738661,3.724167,inf,3.745753,inf,3.916998,3.805426,3.059599,3.000707,3.303775,3.112279,3.805426,3.661585,3.031020,3.511033,3.203440,3.829821,3.805426,3.550014,3.724167,3.477260,3.406173,3.230474,3.000707,3.458853,3.406173,3.406173,3.191945,3.000707,3.275387,3.315012,3.528734,2.973674,3.433206,3.380851,3.131890,3.098765,inf,3.418831,3.506508,inf,2.948027,inf,3.034277,3.164959,2.522058,2.827007,2.957202,2.918168,3.398172,2.694155,3.085487,inf,3.743400,3.280515,inf,3.252985,3.243461,2.814926,3.182160,2.933942,3.174861,3.185581,3.243461,2.671085,3.195806,3.805426,2.742974,3.243461,3.112279,inf,3.788476,inf,3.112279,3.221624,3.221624,2.832471,3.693855,3.105568,3.144548,3.693855,2.731209,inf,2.654134,3.095328,3.347281,3.070588,3.433206,2.939406,2.654134,2.883900,2.745295,3.669850,3.280515,3.010232,2.598521,3.515517,2.914072,3.040729,3.262332,3.186489,3.714266,3.072258,inf,3.256120,3.406173,3.347281,3.618080,2.992304,4.085234,3.132901,2.836455,inf,3.506508,3.458853,3.458853,3.215205,3.475248,3.178309,3.154858,4.516981,inf,inf,inf,inf,3.203440,inf,3.550014,inf,3.256120,inf,3.560323,inf,3.792767,3.792767,3.271506,4.199655,3.112279,3.256120,3.661585
2.875989,2.962891,2.879092,1.879341,2.810200,1.973212,2.719040,2.706381,inf,2.511282,2.946167,inf,2.631863,3.127062,3.471078,2.830611,2.889503,inf,2.766695,3.211948,3.521755,3.894727,3.110011,inf,3.097101,3.614919,3.177185,inf,inf,3.614919,3.662574,inf,3.614919,inf,inf,3.498863,inf,3.292741,2.719040,3.359507,3.533660,3.353518,3.012933,3.589273,2.810200,2.810200,inf,inf,3.024698,inf,3.018114,2.814985,2.711845,2.972912,2.896126,3.739650,2.547154,2.942754,inf,3.094192,inf,inf,2.319786,inf,2.721209,2.505318,2.611359,3.005299,2.598459,2.773146,3.207665,2.503648,2.853289,2.810200,3.552893,3.436582,3.316001,2.685593,2.594809,2.591073,2.932762,2.488022,3.187086,3.427573,inf,2.575199,3.308367,2.575199,2.715179,2.850222,2.874117,3.135494,3.454128,2.503648,3.268346,2.978437,3.031117,3.065613,inf,3.464367,3.156774,2.954041,2.540702,3.359507,2.810200,3.107554,3.503348,2.139279,2.333120,2.586188,2.145632,2.437980,inf,3.479343,inf,3.062478,3.533660,2.713122,2.640038,2.426573,2.725251,2.649409,2.974452,2.498123,3.090008,3.156774,inf,inf,2.734425,2.489720,3.201580,2.998007,3.012933,inf,2.969427,inf,inf,3.160665,3.029328,3.161955,2.692543,3.006945,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.666359,3.513657,inf,inf,inf,3.147765,2.969427,inf,3.065613,inf
2.897268,3.263979,3.406173,2.810200,1.647918,inf,3.198465,3.074234,inf,2.990707,2.967447,inf,3.111288,3.111288,inf,2.977548,2.799211,inf,2.990707,3.089387,4.001180,inf,2.784717,3.074234,3.027220,2.943052,3.401197,inf,inf,inf,3.337281,inf,2.943052,inf,inf,3.106804,inf,inf,2.943052,inf,inf,3.654606,inf,inf,3.289626,3.289626,inf,inf,3.248711,3.178054,3.385968,3.079019,inf,3.930093,inf,3.963662,2.727661,3.590416,inf,3.212550,inf,inf,3.236945,inf,2.577368,2.774816,2.867641,3.878953,3.102279,2.818821,3.306021,2.524928,3.332714,2.229494,3.083758,2.764715,2.644134,2.972186,2.727661,2.943052,3.156774,2.967447,3.757672,2.943052,inf,2.865977,3.878953,2.596478,3.325786,2.727661,3.198465,2.810200,3.821981,3.074234,inf,2.764715,3.111288,2.437252,inf,3.597218,2.719908,3.178054,inf,inf,inf,inf,inf,2.463627,2.570832,2.810200,2.543798,2.714673,inf,3.847196,2.764715,3.083758,3.554940,2.764715,3.250645,2.727661,3.093104,2.670688,3.198465,3.145785,2.764715,2.943052,2.890372,2.831480,2.755705,2.857573,2.943052,3.049599,2.831480,inf,2.644134,inf,inf,3.248711,3.050608,3.274396,2.730218,2.802232,inf,inf,inf,2.990707,inf,inf,inf,2.990707,inf,3.034213,3.188363,inf,inf,3.276967,2.552973,3.683854,inf,3.289626,inf
2.270887,inf,2.163719,1.973212,inf,0.780618,1.700599,1.831781,inf,inf,inf,inf,inf,3.044522,inf,inf,3.257356,inf,inf,3.547532,3.308033,3.222860,inf,inf,inf,inf,inf,2.596478,inf,inf,2.297560,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.528518,inf,2.836662,2.876286,inf,2.341066,2.570832,inf,2.178354,2.347962,inf,inf,inf,inf,1.850651,inf,2.721209,2.505318,1.880600,1.986858,2.755705,2.034513,inf,1.831781,2.345674,inf,2.737185,inf,inf,inf,inf,1.935601,2.039978,2.620874,inf,2.755705,inf,1.700599,inf,inf,1.880600,inf,2.081669,inf,inf,inf,2.249905,3.111288,2.561982,inf,2.484907,2.701339,inf,inf,inf,inf,1.791759,inf,inf,1.861640,2.315419,1.813985,1.504077,2.021526,inf,inf,inf,inf,inf,inf,2.008192,inf,2.197225,inf,inf,2.249905,inf,inf,inf,inf,inf,2.097660,3.222860,3.396172,inf,inf,inf,inf,inf,2.979212,3.508753,2.346247,2.841790,inf,inf,inf,inf,inf,inf,inf,inf,2.297560,2.249905,inf,inf,inf,inf,inf,inf,2.297560,inf,inf,inf
2.781713,3.225498,3.021118,2.719040,3.198465,1.700599,1.733669,2.891913,2.891913,inf,2.928967,inf,inf,2.966021,inf,3.768182,3.565449,inf,inf,3.600212,inf,3.733686,3.921924,inf,3.047631,inf,inf,3.107304,3.054624,3.453878,2.808386,inf,3.453878,3.656610,3.026045,3.414897,3.401197,inf,inf,inf,3.372618,3.818858,3.054624,3.428231,2.649159,3.107304,3.054624,3.401197,3.490038,3.342306,3.347487,3.387112,3.177185,3.198465,3.428231,inf,2.689180,3.061520,3.310037,3.251145,inf,2.689180,2.596478,inf,3.088193,2.713075,2.796891,2.570986,3.266531,2.851891,4.019579,2.689180,2.947660,inf,3.594584,inf,inf,3.391851,inf,2.827496,2.719040,3.222860,inf,3.023777,3.238486,2.586577,4.043205,3.107304,2.517083,inf,2.713075,3.523759,inf,3.238486,2.760730,3.072808,3.072808,3.251145,2.793000,3.414897,2.884160,inf,inf,inf,2.851891,2.834940,3.342306,2.550804,2.826245,2.671385,2.361477,2.878925,inf,4.011448,inf,3.941157,3.169886,3.163968,2.721750,2.545339,3.257356,inf,3.565449,2.963463,inf,2.995732,3.054624,inf,inf,2.843488,3.184379,3.102279,2.995732,inf,inf,inf,inf,3.836612,3.167205,3.000914,3.049548,3.616126,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.959678,2.696814,inf,inf,inf
2.778063,3.304000,2.753047,2.706381,3.074234,1.831781,2.891913,1.738488,inf,inf,3.354042,inf,inf,3.319546,3.185806,3.441219,3.017570,inf,inf,3.731395,4.041201,inf,3.104546,inf,3.963121,3.329647,inf,inf,inf,inf,inf,inf,inf,3.532380,inf,3.839972,inf,3.354042,inf,3.074234,inf,inf,inf,3.304000,3.329647,3.329647,inf,inf,3.221966,inf,3.569830,3.354042,3.399528,2.727661,2.610853,3.310536,2.911523,2.878398,inf,3.878953,inf,inf,2.583820,inf,2.905071,2.983073,2.429906,2.473789,3.286141,2.727661,3.548774,2.421108,2.894980,2.727661,3.470353,3.151309,2.684155,3.470353,2.767682,2.500533,2.850222,2.863627,3.797694,3.142300,inf,2.433767,3.023095,inf,2.613769,inf,2.891913,inf,3.515429,inf,inf,3.151309,3.295151,2.780341,inf,3.179094,3.564649,inf,inf,inf,2.381087,3.515429,2.871502,2.850222,3.160159,2.647489,2.304012,2.499281,inf,3.194071,inf,3.123780,3.594961,inf,2.944093,2.767682,2.786552,3.168855,3.441219,2.983073,2.804736,2.780341,inf,inf,3.286141,2.830829,3.262881,2.978048,3.074234,2.983073,2.481422,2.983073,2.983073,3.288732,3.548774,2.732842,3.084544,3.491895,inf,2.930393,inf,inf,inf,inf,inf,inf,inf,inf,3.777691,inf,inf,inf,2.636500,3.723876,inf,3.329647,2.636500
2.878398,3.447841,2.491423,inf,inf,inf,2.891913,inf,1.148343,2.134849,1.952362,1.191314,1.908856,3.025652,inf,3.094645,inf,inf,inf,inf,inf,3.406722,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.699081,3.290666,2.727661,inf,inf,inf,inf,3.491895,inf,inf,inf,inf,inf,inf,3.163075,2.119463,3.223257,3.060149,inf,3.420808,inf,3.454377,inf,inf,inf,inf,inf,inf,inf,inf,3.107804,inf,inf,3.023095,3.286141,inf,3.346042,inf,inf,inf,inf,inf,inf,3.267621,inf,3.473488,inf,inf,3.248387,inf,inf,inf,3.369668,inf,2.816501,inf,inf,inf,inf,inf,inf,3.295151,inf,inf,inf,3.087934,3.015343,2.322195,inf,inf,inf,2.619549,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.699081,inf,inf,inf,inf,2.966123,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.074234,2.087194,2.134849,2.087194,2.087194,2.907662,2.999468,inf,2.881811,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.228385,inf,inf,inf,3.286141,inf,inf,inf,inf
3.344177,2.815008,inf,2.511282,2.990707,inf,inf,inf,2.134849,1.198948,2.215408,inf,1.419864,2.595552,inf,2.552973,3.011118,inf,inf,3.301294,3.408368,inf,2.818287,inf,2.983714,inf,inf,inf,inf,inf,inf,inf,2.696814,inf,inf,3.553713,inf,2.721209,2.350240,inf,inf,2.859062,inf,inf,2.696814,2.147508,2.297560,2.644134,2.824135,2.585242,2.590423,2.630048,2.217389,2.297560,2.324594,2.821544,2.278690,2.794871,inf,3.592694,inf,inf,2.644134,inf,3.370850,3.154959,2.530242,2.939568,inf,3.030728,3.262515,inf,2.851474,inf,inf,inf,inf,2.837520,inf,3.043387,inf,2.721209,2.615554,2.999882,2.481422,3.246120,2.736835,2.350240,2.386401,inf,inf,inf,3.229169,2.481422,inf,2.865050,inf,inf,inf,3.350980,inf,inf,inf,2.441401,inf,inf,inf,2.420121,2.671167,2.766695,2.094827,2.324594,2.441401,inf,inf,inf,inf,2.406905,2.455100,inf,inf,2.882596,2.461812,2.696814,2.171903,3.043387,inf,inf,2.653308,2.544569,2.976622,2.947201,2.787975,inf,inf,inf,2.350240,2.935707,3.262515,3.486303,2.518476,3.061794,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.441401,inf,inf,inf,3.030728,inf,2.744469,2.206399,inf,inf
